# ID
#   Unknown id number
# NUMBER
#   Unknown number
ID	AUTHOR	YEAR	TEXT	TITLE	NUMBER	PAGES
5209	M. Labracherie	1973	Les assemblages des bryozoaires des sédiments muebles du Golfe de Gascogne dans la zone W-Gironde. Contribution à la connaissance de la distribution des formes de croissance zoariale	Bulletin de l'Institut de Géologie du Bassin Aquitaine	13	87-99
5210	M. Labracherie	1971	Evolution générale des assemblages de bryozoaires dans l'Eocene du bassin nord-aquitaine	Compte rendu sommaire des séances de la societe geologique de France	1971	388-390
5211	M. Labracherie	1970	Nouveaux bryozoaires de la famille des Farciminariidae du Tertiaire aquitain	Bulletin de la Societé géologique de France	7	630-637
5212	M. Labracherie	1968	Quelques Bryozoaires cheilostomes de la Falaise de Handia (Biarritz, France)	Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano	108	312-326
5213	A. La Rocque and M. F. Marple	1955	Ohio Fossils	Bull. geol. Surv. Ohio	54	1-152
5214	T. K. Kyser, N. P. James and Y. Bone	2002	Shallow burial dolomitization and dedolomitization of Cenozoic cool-water limestones, southern Australia: Geochemistry and origin	Journal of Sedimentary Research	72	146-157
5215	R. G. Kvitek	1989	Hydrodynamic morphology and behavior of a free-living sediment-dwelling bryozoan, Alcyonidium disciforme (Smitt)	Journal Of Experimental Marine Biology And Ecology	125	13-32
5216	V. I. Kvachko	1995	New lunulitiform bryozoans from the Maastrichtian of Ukraine and Kazakhstan	Paleontologicheskii Zhurnal	1995	51-62
5217	V. V. Kuznetsov	1963	Vremya i temperaturnye usloviya razmnozhiniya morskikh hispozvinochnykh]	Academii Nauk SSSR (Moscow, Leningrad)		32-52
5218	A. P. Kuznetsov	1970	The Azov and Baltic Seas marine benthic fauna trophic composition and zonation.	Trudy Inst. Okeanol.	8	81-97
5219	A. P. Kuznetsov	1970	Trophical zonation of the Barents Sea bottom fauna [in Russian]	Trudy Inst. Okeanol.	88	5-80
5220	K. Kuusela	1979	Early summer ecology and community structure of the macrozoobenthos on stones in the Javajankoski rapids on the River Lestijoki, Finland	Acta Universitatis Ouluensis Series Biologica	87	1-123
5221	O. G. Kusakin and A. I. Kafanov	1982	Fauna and hydrobiology of the shelf zones of the Pacific Ocean. Proceedings of the 14 Pacific Science Congress (Khabarovsk, August 1979)	Pacific Science Congress Proceedings	14	1-147
5222	G. K. Kuriyan	1952	Notes on the attachment of marine sedentary organisms on different surfaces	Journal of the Zoological Society of India	4	157-171
5223	G. K. Kuriyan	1950	The fouling organisms of pearl oyster cages	Bombay Natural History Journal	49	90-92
5224	P. Kundal	2000	First record of Bryozoa from Late Miocene limestone of Baratang Island, Andaman, India	Journal of the Geological Society of India	56	441-444
5225	A. Kulka	1980	Les bryozoaires du Miocene dans le sel de Wielicki [in Polish]	Geologia	6	35-52
5226	J. Kulich	1991	Extracting fossil material of Bryozoa by electrochemical dissolving of limestone	BULLETIN DE LA SOCIETE DES SCIENCES NATURELLES DE L'OUEST DE LA FRANCE MEMOIRE HORS DE SERIE No	1	209-211
5227	J. Kulich	1984	Trepostomatous bryozoans from the Ordovician, Silurian and Devonian of the Barrandian Basin	Casopis Pro Mineralogii A Geologii	29	225-233
5228	P. Kuklinski and J. S. Porter	2004	Alcyonidium disciforme: an exceptional Arctic bryozoan	Journal of the Marine Biological Association of the United Kingdom	84	267-275
5229	P. Kuklinski and P. J. Hayward	2004	Two new species of cheilostome Bryozoa from Svalbard	Sarsia	89	79-84
5230	P. Kuklinski	2002	Fauna of bryozoans in Kongsfjorden, West Spitsbergen	Polish Polar Research	23	193-206
5231	S. Kujawa	1963	Bryozoa of the Baltic Sea	Prace morsk. Inst. ryb., Gdyni	12A	37-49
5232	O. Kühn	1930	Das Danien der äusseren Klippenzone bei Wien	Geol Paläont Abh	21	495-576
5233	H. Kühl	1972	Hydrography and biology of the Elbe Estuary	Oceanogr. Mar. Biol. Ann. Rev.	10	225-309
5234	B. S. Kues	1983	Bryozoan and crustacean from Fruitland Formation (Upper Cretaceous) of New Mexico	New Mexico Geology	5	52-55
5235	K. Kubota and S. F. Mawatari	1985	A systematic study of cheilostomatous bryozoans from Oshoro Bay, Hokkaido. 2. Ascophora	Environmental Science, Hokkaido University	8	195-208
5236	K. Kubota and S. F. Mawatari	1985	A systematic study of cheilostomatous bryozoans from Oshoro Bay, Hokkaido. 1. Anasca	Environmental Science, Hokkaido University	8	75-91
5237	A. A. Kubanin	2001	[in Russian] An analysis of the basic principles of higher nomenclature, using examples from the Bryozoa	Paleontologicheskii Zhurnal	2001	50-59
5238	A. A. Kubanin	1992	New bryozoan species (Gymnolaenata [Gymnolaemata], Ctenostomata) from the Japan Sea [in Russian]	Zoologicheskii Zhurnal	71	19-31
5239	A. A. Kubanin	1982	[in Russian] Peculiarities of bryozoan species composition of vessel's fouling in the north-western part of the Sea of Japan	Proc 2nd All-union Congr Oceanol	Pt. 6	113-115
5240	A. A. Kubanin	1980	Geographical distribution of Bryozoa found in marine aggregations [in Russian]	Sbornik Rabot Institut Biologii Morya	20	109-140
5241	A. A. Kubanin	1977	Species composition of bryozoans in the foulings of ships with different floating regimes [In Russian]	Biologiya Morya, Vladivostok	1977	63-67
5242	A. A. Kubanin	1976	Bryozoa of the Zavyalov Island (Sea of Okhotsk) [In Russian]	Biologiya Morya, Vladivostok	1976	30-35
5243	A. A. Kubanin	1975	Cheilostomata (Bryozoa) from the Peter the Great Bay [In Russian]	Sbornik Rab. Inst. Biol. Morya	3	108-136
5244	F. Ktari-Chakroun and A. Azouz	1971	Les fonds chalutables de la region sud-est de la Tunisie (Golfe de Gabès)	Bull. Inst. natn. scient. tech. Océanogr. Péche Salammbô	2	5-48
5245	E. M. Kruytzer	1962	Dr. Eduard Pergens honderd jaar geleden geboren, 23 oktober 1862	Naturh. Maandbl.	51	143-146
5246	C. F. W. Krukenberg	1882	Die Pigmente, ihre Eigenschaften, ihre Genese und ihre Metamorphosen bei dun wirbellosen Thieren	Vergleichend-Physiologische Studien	Series II	1-37, 56-61, 145
5247	M. S. Krivenko	1984	The change of the species composition and biomass of organisms - foulings in the lake Biserovo	Nauchnye Doklady Vysshei Shkoly Biologicheskie Nauki	5	69-74
5248	R. M. Kristensen and R. P. Higgins	1984	Revision of Styraconyx (Tardigrada: Halechiniscidae), with descriptions of two new species from Disko Bay, west Greenland	SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY No	391	1-40
5249	W. Krausel	1981	Wuchsformen der Fenestelliden (Bryozoen) aus dem Mitteldevon der Eifel	Aufschluss	32	29-36
5250	P. L. Kramp	1918	Om Mosdyr (Bryozoa) i Randers Fjord	Rnaders Fjords Naturhistorie	Kap. V	313-320
5251	K. Kraepelin	1906	Eine Süsswasserbryozö (Plumatella) aus Java	Mitteilungen aus dem Naturhistorischen Museum	23	143-146
5252	K. Kraepelin	1892	Die deutschen Süsswasser-Bryozöen. II. Entwickelungs-geschichtlicher Teil	Abhandlungen aus dem Gebiete der Naturwissenschaften herausgegeben vom Naturwissenschaftlichen Verin in Hamburg	12	1-67
5253	K. Kraepelin	1887	Die deutschen Süsswater-Bryozoen. Eine Monographie. I. Antomisch-systematomisch Teil	Abhandlungen aus dem Gebiete der Naturwissenschaften herausgegeben vom Naturwissenschaftlichen Verin in Hamburg	10	1-168
5254	H. Kowalski	1985	Versteinerungen aus der Gerolsteiner Kalkmulde	Aufschluss	36	331-347
5255	N. V. Kovganko and S. K. Ananich	1989	[in Russian] The synthesis of (22E)-23-ethylolest-7,22-dyen-3ß,5a[alpha],6ß-triol - a natural trihydroxysteroid from the bryozoan Myriapora truncata	Khim Prir Soedin	1989	664-669,737-738
5256	N. V. Kovganko and S. K. Ananich	1989	The synthesis of (22E)-23-ethylholest-7,22-dyen-3[beta],5[alpha],6[beta]-triol - a natural trihydroxysteroid from the bryozoan Myriapora truncata	Khimiya Prirodnykh Soedinenii	5	664-669
5257	N. Kouchi and M. Nakaoka	2000	Distribution of encruting Bryozoa on Zostera caulescens in Funakoshi Bay, Japan: effects of seagrass vertical structure on epifauna	Biologia Marina Mediterranea	7	247-250
5258	P. Kotua Dickson	1984	Marine sublittoral ecology of the Motukawao Islands	Tane	30	1-12
5259	E. Y. Kostetskii, N. V. Naumenko, N. N. Sergeyuk and A. M. Bronevskii	1985	An evaluation of the similarity in phospholipid and fatty acid composition of Tentaculata	Biologiya Morya	1	52-58
5260	É. Y. Kostetskii	1982	Distribution of sphingomyelin in marine invertebrates	Zhurnal Évolyutsionnoi Biokhimii i --?iologii	18	35-42
5261	C. Koschinsky	1885	Ein Beitrag zur Kenntnis der Bryozoenfauna des älteren tertiarschichten des südlichen Bayerns; I Cheilostomata	Palaeontographica Abteilung A Palaeozoologie-Stratigraphie	32	1-73
5262	P. Korringa	1951	The shell of Ostrea edulis as a habitat	Archives Neerlandaises de Zoologie	10	32-152
5263	L. S. Kornicker, F. Bonet, R. Cann and C. M. Hoskin	1959	Alacran Reef, Campeche Bank, Mexico	Publications of the Institute of Marine Science, University of Texas	6	1-22
5264	H. Korn	1930	Die cryptostomen Bryozoen des deutschen Perms	Ber Kaiserl Leopoldina Deutsch Akad d Naturforscher zu Halle	6 Band	341-377
5265	M. Kora	1995	Carboniferous macrofauna from Sinai, Egypt: biostratigraphy and palaeogeography	Journal Of African Earth Sciences	20	37-51
5266	M. Kora	1989	Biostratigraphy of the Late Paleozoic succession in Gabal Ekma, southwestern Sinai, Egypt	Neues Jahrbuch Fuer Geologie Und Palaeontologie Abhandlungen	177	293-307
5267	G. V. Kopajevich	1984	Devonian reticulate bryozoans from Mongolia	Paleontologicheskii Zhurnal	1984	42-49
5268	G. V. Kopajevich	1984	Atlas of Bryozoa from the Ordovician, Silurian and Devonian of Mongolia	SOVMESTNAYA SOVETSKO MONGOL'SKAYA PALEONTOLOGICHESKAYA EKSPEDITSIYA TRUDY No	22	1-152
5269	G. V. Kopajevich	1978	Forms of intraspecific variation in Fistulipora catena n. sp.	Paleontological Journal	12	85-92
5270	G. V. Kopajevich	1978	Forms of intraspecific variation in Fistulipora catena n. sp [in Russian]	Paleontologicheskii Zhurnal	1978	94-102
5271	G. V. Kopajevich	1975	Silurian bryozoans from Estonia and Podolia	Trudy Paleontologischeskogo Instituta Akademiya Nauk SSSR	151	5-153
5272	G. V. Kopajevich	1973	The genera Stictopora and Rhinidictya of the family Rhinidictyidae (Bryozoa, Cryptostomata) [In Russian]	Paleontologicheskii Zhurnal	1973	59-64
5273	G. V. Kopajevich	1968	On bryozoan new genus, Family Rhinidictyidae in Silurian of Estonia [in Russian]	Byulleten' Moskovskogo Obshchestva Ispytatelei Prirody Otdel Geologicheskii	43	127-129
5274	A. Konopacka and J. Szymalkowska	1980	Materials to the knowledge of Bryozoa of the Piplica River between Sulejów and Tomaszów Mazowiecki [in Polish]	Acta Universitatis Lodziensis Seria II	33	267-280
5275	K. Konno	1972	Studies on Japanese Entoprocta I. On four new species of Loxosomatids found at Fukaura, Aomori Prefecture	Sci. Rep. Hirosaki Univ.	19	22-36
5276	G. F. Konnecker and B. F. Keegan	1983	Littoral and benthic investigations on the west coast of Ireland -. 17. The epibenthic animal associations of Kilkieran Bay	Proceedings Of The Royal Irish Academy Section B Biological Geological And Chemical Science	83	309-324
5277	G. Konnecker	1985	The epifauna of Kilkieran Bay and Galway Bay with special consideration of the porifers, Hydroidea and Bryozoa	Dissertation Abstracts International C European Abstracts	46	692
5278	D. König	1956	Membranipora crustulenta (Poll.) auf der Insel Pelworm.	Faun. Mitt.	7	1-3
5279	K. Kon ya, N. Shimidzu, K. Adachi and W. Miki	1994	2,5,6-tribromo-1-methylgramine, an antifouling substance from the marine bryozoan Zoobotryon pellucidum	Fisheries Science	60	773-775
5280	G. Kolosváry	1968	Uber die Bryozoen der oberen Theis vom 716. bis 740. Fluss-Kilometer.	Tiscia	4	79-82
5281	R. R. Kohring and E. D. Gyllenhaal	1998	The earliest freshwater bryozoan; evidence from the Upper Triassic Molteno Formation (South Africa)	Journal of African Earth Sciences	27	125
5282	R. Kohring and J. Reitner	1991	A problematic microfossil from the Oligocene of Rott (Siebengebirge, Germany), with affinities to freshwater bryozoan statoblasts (Phylactolaemata)	Berliner Geowissenschaftliche Abhandlungen Reihe A Geologie Und Paläontologie	134	221-225
5283	J. Kohler, P. D. Hansen and M. Wahl	1999	Colonization patterns at the substratum-water interface: how does surface microtopography influence recruitment patterns of sessile organisms?	Biofouling	14	237-248
5284	R. E. Kohl	1974	A new Late Pleistocene fauna from Humboldt County, California	Veliger	17	211-219
5285	J. W. Koenig	1958	Fenestrate Bryozoa in the Chouteau Group of central Missouri	Journal of Paleontology	32	126-143
5286	V. Kochansky Devide	1981	Karbonische Stromatoporoidea und Bryozoa von Markusevec in Medvenica-Gebirge [in Croatian]	Geoloski Vjesnik	34	15-17
5287	A. O. Kocak	1981	List of the genera of Turkish Auchenorrhyncha (Homoptera), with some replacement names for the genera existing in other countries	Priamus	1	30-40
5288	D. R. Kobluk and S. Nemcsok	1982	The macroboring ichnofossil Trypanites in colonies of the Middle Ordovician bryozoan Prasopora: population behaviour and reaction to environmental influences	Canadian Journal Of Earth Sciences	19	679-688
5289	D. R. Kobluk, R. J. Cuffey, S. S. Fonda and M. A. Lysenko	1988	Cryptic Bryozoa, leeward fringing reef of Bonaire, Netherlands Antilles, and their paleoecological application	Journal Of Paleontology	62	427-439
5290	D. R. Kobluk	1984	Archaeotrypa Fritz 1947 (Cambrian, Problematica) reinterpreted	Canadian Journal Of Earth Sciences	21	1343-1348
5291	D. R. Kobluk	1983	Earliest cavity-dwelling organisms (coelobionts), Lower Cambrian Poleta Formation, Nevada: Reply	Canadian Journal of Sciences	20	1350-1351
5292	D. R. Kobluk	1981	Cavity dwelling biota in Middle Ordovician (Chazy) bryozoan mounds from Quebec	Canadian Journal Of Earth Sciences	18	42-54
5293	D. R. Kobluk	1981	Middle Ordovician (Chazy Group) cavity-dwelling boring sponges	Canadian Journal of Earth Sciences	18	1101-1108
5294	D. R. Kobluk	1980	Upper Ordovician (Richmondian) cavity-dwelling (coelobiontic) organisms from southern Ontario	Canadian Journal Of Earth Sciences	17	1616-1627
5295	T. Kobayashi and S. Sakagami	1989	A Permian trilobite from North Thailand	Proceedings of the Japan Academy	65	67-69
5296	T. Kobayashi and S. Sakagami	1989	A new Carboniferous trilobite from North Thailand	Proceedings of the Japan Academy	65	64-66
5297	T. Kobayashi and S. Sakagami	1989	A Silurian trilobite from Thailand	Proceedings of the Japan Academy	65	31-33
5298	I. Kobayashi, S. Sakagami, Y. Hasegawa, E. Watanabe and R. Saito	1982	Discovery of the Carboniferous-Permian bryozoans from Akadomari in Sado Island [in Japanese]	Journal Of The Geological Society Of Japan	88	141-143
5299	J. Knudsen	1980	Cantharus (Pollia) vermeuleni n. sp. (Mollusca, Prosobranchia, Buccinidae) from west Africa	Beaufortia	30	11-16
5300	D. Knop	2000	Klein, aber hoch entwickelt: Bryozoen	DATZ	53	16-17
5301	N. M. Knipowitsch	1895	Ueber den Reliktensee 'Mogilnoje' auf den Insel Kildinan der Marmanküste	Bull. Acad. Sci. St. Petersbourg	3	459-473
5302	E. W. Knight-Jones and W. C. Jones	1956	The fauna of Rocks at various depths off Bardsey. I. Sponges, coelenterates and bryozoans	Rep. Bardsey Observatory	1955	23-30
5303	M. Knight and M. W. Parke	1931	Manx Algae. An algal survey of the south end of the Isle of Man	L.M.B.C. Mem.	30	49, 60, 76, 78, 123
5304	K. E. Knaissling and D. Schneider	1962	Aktionsspektrum und Intensitätsabhängigkeit des phototropischen Wachstums von Bugula avicularia (Bryozoa)	Verh. dtsch. Zool. Ges. Jena		286-296
5305	K. E. Knaissling	1963	Die phototropische Reaktion der Zoide von Bugula avicularia L.	Z. vergl. Physiol	46	541-594
5306	H. A. Kluge	1964	Bryozoa from Franz Joseph Land	Trudÿ arkt. antarkt. nauchno-issled. Inst.	259	181-190
5307	H. A. Kluge	1961	Spisok vilov mschanok (Bryozoa) dal'nevostochüch morei SSSR	Issled. dalnevost. Mor. SSSR Akad. Nauk. Soyuz. SSSR Zool. Inst.	7	118-143
5308	H. A. Kluge	1953	Bryozoa. [In: Uschakov, P. V. Fauna of the Ohkotsk Sea and conditions of its existence.]	Publ. Acad. Sci. U.S.S.R.		169-179
5309	H. A. Kluge	1952	Bryozoa of the Chukotsk Sea and Behring Strait. The N.E. borders of the U.S.S.R. Vol. 1. Chukotsk Sea	Publ. Acad. Sci. U.S.S.R.	II	138-168
5310	H. A. Kluge	1949	Bryozoa [In: Zhadina, V. I. Life of the Freshwaters of the U.S.S.R.]	Acad. Sci. U.S.S.R. Zool. Mus. Leningrad	2	200-212
5311	H. A. Kluge	1928	Bryozoa [In: Derjugin, K. M. The fauna of the White Sea and the conditions of its existence.]	Invest. Seas U.S.S.R.	no. 7-8	253-259
5312	H. A. Kluge	1915	Bryozoa [In: Derjugin, K. M. The fauna of the Bay of Kolsk and the conditions of its existence.]	Publ. Imp. Acad. Sci.	34	376-393
5313	H. A. Kluge	1914	Die bryozoen der deutschen Südpolar-Expedition 1901-1903, I. Die Familien Aetidae, Cellularidae, Bicellaridae, Farciminaridae, Flustridae, Membraniporidae und Cribrilinidae	Deutsche Südpolar-Expedition 15, Zoologie	7	599-678
5314	H. A. Kluge	1896	An account of the natural history of freshwater Polyzoa in the neighbourhood of the town of Kazan	Typo-Lithogr. imp. Univ.		1-103
